ResourceID,Geo,Period,Label1,Label2,Label3,Value,Unit,Measure,Multiplier
CPEMP11,,2010-03-31,Service industries,Seasonally adjusted,,1361766,Number,Number of filled jobs,0
CPEMP11,,2010-04-30,All industries,Actual,,1794883,Number,Number of filled jobs,0
CPEMP11,,2010-04-30,All industries,Seasonally adjusted,,1780509,Number,Number of filled jobs,0
CPEMP11,,2010-04-30,Goods-producing industries,Actual,,332526,Number,Number of filled jobs,0
CPEMP11,,2010-04-30,Goods-producing industries,Seasonally adjusted,,329289,Number,Number of filled jobs,0
CPEMP11,,2010-04-30,Primary industries,Actual,,91437,Number,Number of filled jobs,0
CPEMP11,,2010-04-30,Primary industries,Seasonally adjusted,,91080,Number,Number of filled jobs,0
CPEMP11,,2010-04-30,Service industries,Actual,,1370920,Number,Number of filled jobs,0
CPEMP11,,2010-04-30,Service industries,Seasonally adjusted,,1360198,Number,Number of filled jobs,0
CPEMP11,,2010-05-31,All industries,Actual,,1781139,Number,Number of filled jobs,0
CPEMP11,,2010-05-31,All industries,Seasonally adjusted,,1773938,Number,Number of filled jobs,0
CPEMP11,,2010-05-31,Goods-producing industries,Actual,,330385,Number,Number of filled jobs,0
CPEMP11,,2010-05-31,Goods-producing industries,Seasonally adjusted,,328205,Number,Number of filled jobs,0
CPEMP11,,2010-05-31,Primary industries,Actual,,85565,Number,Number of filled jobs,0
CPEMP11,,2010-05-31,Primary industries,Seasonally adjusted,,89842,Number,Number of filled jobs,0
CPEMP11,,2010-05-31,Service industries,Actual,,1365189,Number,Number of filled jobs,0
CPEMP11,,2010-05-31,Service industries,Seasonally adjusted,,1355897,Number,Number of filled jobs,0
CPEMP11,,2010-06-30,All industries,Actual,,1774459,Number,Number of filled jobs,0
CPEMP11,,2010-06-30,All industries,Seasonally adjusted,,1779490,Number,Number of filled jobs,0
CPEMP11,,2010-06-30,Goods-producing industries,Actual,,326511,Number,Number of filled jobs,0
CPEMP11,,2010-06-30,Goods-producing industries,Seasonally adjusted,,328035,Number,Number of filled jobs,0
CPEMP11,,2010-06-30,Primary industries,Actual,,81993,Number,Number of filled jobs,0
CPEMP11,,2010-06-30,Primary industries,Seasonally adjusted,,89949,Number,Number of filled jobs,0
CPEMP11,,2010-06-30,Service industries,Actual,,1365955,Number,Number of filled jobs,0
CPEMP11,,2010-06-30,Service industries,Seasonally adjusted,,1361385,Number,Number of filled jobs,0
CPEMP11,,2010-07-31,All industries,Actual,,1768316,Number,Number of filled jobs,0
CPEMP11,,2010-07-31,All industries,Seasonally adjusted,,1778241,Number,Number of filled jobs,0
CPEMP11,,2010-07-31,Goods-producing industries,Actual,,322994,Number,Number of filled jobs,0
CPEMP11,,2010-07-31,Goods-producing industries,Seasonally adjusted,,326946,Number,Number of filled jobs,0
CPEMP11,,2010-07-31,Primary industries,Actual,,84446,Number,Number of filled jobs,0
CPEMP11,,2010-07-31,Primary industries,Seasonally adjusted,,91003,Number,Number of filled jobs,0
CPEMP11,,2010-07-31,Service industries,Actual,,1360876,Number,Number of filled jobs,0
CPEMP11,,2010-07-31,Service industries,Seasonally adjusted,,1360058,Number,Number of filled jobs,0
CPEMP11,,2010-08-31,All industries,Actual,,1763554,Number,Number of filled jobs,0
CPEMP11,,2010-08-31,All industries,Seasonally adjusted,,1776121,Number,Number of filled jobs,0
CPEMP11,,2010-08-31,Goods-producing industries,Actual,,320286,Number,Number of filled jobs,0
CPEMP11,,2010-08-31,Goods-producing industries,Seasonally adjusted,,326422,Number,Number of filled jobs,0
CPEMP11,,2010-08-31,Primary industries,Actual,,85401,Number,Number of filled jobs,0
CPEMP11,,2010-08-31,Primary industries,Seasonally adjusted,,90802,Number,Number of filled jobs,0
CPEMP11,,2010-08-31,Service industries,Actual,,1357867,Number,Number of filled jobs,0
CPEMP11,,2010-08-31,Service industries,Seasonally adjusted,,1358611,Number,Number of filled jobs,0
CPEMP11,,2010-09-30,All industries,Actual,,1773935,Number,Number of filled jobs,0
CPEMP11,,2010-09-30,All industries,Seasonally adjusted,,1780226,Number,Number of filled jobs,0
CPEMP11,,2010-09-30,Goods-producing industries,Actual,,320577,Number,Number of filled jobs,0
CPEMP11,,2010-09-30,Goods-producing industries,Seasonally adjusted,,326692,Number,Number of filled jobs,0
CPEMP11,,2010-09-30,Primary industries,Actual,,86128,Number,Number of filled jobs,0
CPEMP11,,2010-09-30,Primary industries,Seasonally adjusted,,91201,Number,Number of filled jobs,0
CPEMP11,,2010-09-30,Service industries,Actual,,1367230,Number,Number of filled jobs,0
CPEMP11,,2010-09-30,Service industries,Seasonally adjusted,,1362272,Number,Number of filled jobs,0
CPEMP11,,2010-10-31,All industries,Actual,,1778778,Number,Number of filled jobs,0
CPEMP11,,2010-10-31,All industries,Seasonally adjusted,,1778381,Number,Number of filled jobs,0
CPEMP11,,2010-10-31,Goods-producing industries,Actual,,322254,Number,Number of filled jobs,0
CPEMP11,,2010-10-31,Goods-producing industries,Seasonally adjusted,,326756,Number,Number of filled jobs,0
CPEMP11,,2010-10-31,Primary industries,Actual,,87745,Number,Number of filled jobs,0
CPEMP11,,2010-10-31,Primary industries,Seasonally adjusted,,91140,Number,Number of filled jobs,0
CPEMP11,,2010-10-31,Service industries,Actual,,1368779,Number,Number of filled jobs,0
CPEMP11,,2010-10-31,Service industries,Seasonally adjusted,,1360164,Number,Number of filled jobs,0
CPEMP11,,2010-11-30,All industries,Actual,,1801733,Number,Number of filled jobs,0
CPEMP11,,2010-11-30,All industries,Seasonally adjusted,,1783289,Number,Number of filled jobs,0
CPEMP11,,2010-11-30,Goods-producing industries,Actual,,327892,Number,Number of filled jobs,0
CPEMP11,,2010-11-30,Goods-producing industries,Seasonally adjusted,,327693,Number,Number of filled jobs,0
CPEMP11,,2010-11-30,Primary industries,Actual,,96227,Number,Number of filled jobs,0
CPEMP11,,2010-11-30,Primary industries,Seasonally adjusted,,93259,Number,Number of filled jobs,0
CPEMP11,,2010-11-30,Service industries,Actual,,1377614,Number,Number of filled jobs,0
CPEMP11,,2010-11-30,Service industries,Seasonally adjusted,,1362382,Number,Number of filled jobs,0
CPEMP11,,2010-12-31,All industries,Actual,,1814023,Number,Number of filled jobs,0
CPEMP11,,2010-12-31,All industries,Seasonally adjusted,,1790159,Number,Number of filled jobs,0
CPEMP11,,2010-12-31,Goods-producing industries,Actual,,332037,Number,Number of filled jobs,0
CPEMP11,,2010-12-31,Goods-producing industries,Seasonally adjusted,,326890,Number,Number of filled jobs,0
CPEMP11,,2010-12-31,Primary industries,Actual,,103299,Number,Number of filled jobs,0
CPEMP11,,2010-12-31,Primary industries,Seasonally adjusted,,92982,Number,Number of filled jobs,0
CPEMP11,,2010-12-31,Service industries,Actual,,1378687,Number,Number of filled jobs,0
CPEMP11,,2010-12-31,Service industries,Seasonally adjusted,,1369731,Number,Number of filled jobs,0
CPEMP11,,2011-01-31,All industries,Actual,,1750701,Number,Number of filled jobs,0
CPEMP11,,2011-01-31,All industries,Seasonally adjusted,,1781143,Number,Number of filled jobs,0
CPEMP11,,2011-01-31,Goods-producing industries,Actual,,328457,Number,Number of filled jobs,0
CPEMP11,,2011-01-31,Goods-producing industries,Seasonally adjusted,,325610,Number,Number of filled jobs,0
CPEMP11,,2011-01-31,Primary industries,Actual,,100192,Number,Number of filled jobs,0
CPEMP11,,2011-01-31,Primary industries,Seasonally adjusted,,91832,Number,Number of filled jobs,0
CPEMP11,,2011-01-31,Service industries,Actual,,1322052,Number,Number of filled jobs,0
CPEMP11,,2011-01-31,Service industries,Seasonally adjusted,,1364029,Number,Number of filled jobs,0
CPEMP11,,2011-02-28,All industries,Actual,,1775486,Number,Number of filled jobs,0
CPEMP11,,2011-02-28,All industries,Seasonally adjusted,,1787649,Number,Number of filled jobs,0
CPEMP11,,2011-02-28,Goods-producing industries,Actual,,329847,Number,Number of filled jobs,0
CPEMP11,,2011-02-28,Goods-producing industries,Seasonally adjusted,,325477,Number,Number of filled jobs,0
CPEMP11,,2011-02-28,Primary industries,Actual,,99392,Number,Number of filled jobs,0
CPEMP11,,2011-02-28,Primary industries,Seasonally adjusted,,92779,Number,Number of filled jobs,0
CPEMP11,,2011-02-28,Service industries,Actual,,1346247,Number,Number of filled jobs,0
CPEMP11,,2011-02-28,Service industries,Seasonally adjusted,,1369900,Number,Number of filled jobs,0
CPEMP11,,2011-03-31,All industries,Actual,,1805051,Number,Number of filled jobs,0
CPEMP11,,2011-03-31,All industries,Seasonally adjusted,,1792787,Number,Number of filled jobs,0
CPEMP11,,2011-03-31,Goods-producing industries,Actual,,331050,Number,Number of filled jobs,0
CPEMP11,,2011-03-31,Goods-producing industries,Seasonally adjusted,,326847,Number,Number of filled jobs,0
CPEMP11,,2011-03-31,Primary industries,Actual,,98106,Number,Number of filled jobs,0
CPEMP11,,2011-03-31,Primary industries,Seasonally adjusted,,93555,Number,Number of filled jobs,0
CPEMP11,,2011-03-31,Service industries,Actual,,1375895,Number,Number of filled jobs,0
CPEMP11,,2011-03-31,Service industries,Seasonally adjusted,,1372504,Number,Number of filled jobs,0
CPEMP11,,2011-04-30,All industries,Actual,,1802361,Number,Number of filled jobs,0
CPEMP11,,2011-04-30,All industries,Seasonally adjusted,,1788215,Number,Number of filled jobs,0
CPEMP11,,2011-04-30,Goods-producing industries,Actual,,329824,Number,Number of filled jobs,0
CPEMP11,,2011-04-30,Goods-producing industries,Seasonally adjusted,,326629,Number,Number of filled jobs,0
CPEMP11,,2011-04-30,Primary industries,Actual,,93301,Number,Number of filled jobs,0
CPEMP11,,2011-04-30,Primary industries,Seasonally adjusted,,93016,Number,Number of filled jobs,0
CPEMP11,,2011-04-30,Service industries,Actual,,1379236,Number,Number of filled jobs,0
CPEMP11,,2011-04-30,Service industries,Seasonally adjusted,,1368651,Number,Number of filled jobs,0
CPEMP11,,2011-05-31,All industries,Actual,,1791219,Number,Number of filled jobs,0
CPEMP11,,2011-05-31,All industries,Seasonally adjusted,,1783071,Number,Number of filled jobs,0
CPEMP11,,2011-05-31,Goods-producing industries,Actual,,328714,Number,Number of filled jobs,0
CPEMP11,,2011-05-31,Goods-producing industries,Seasonally adjusted,,326581,Number,Number of filled jobs,0
CPEMP11,,2011-05-31,Primary industries,Actual,,88836,Number,Number of filled jobs,0
CPEMP11,,2011-05-31,Primary industries,Seasonally adjusted,,92972,Number,Number of filled jobs,0
CPEMP11,,2011-05-31,Service industries,Actual,,1373669,Number,Number of filled jobs,0
CPEMP11,,2011-05-31,Service industries,Seasonally adjusted,,1363687,Number,Number of filled jobs,0
CPEMP11,,2011-06-30,All industries,Actual,,1784990,Number,Number of filled jobs,0
CPEMP11,,2011-06-30,All industries,Seasonally adjusted,,1789950,Number,Number of filled jobs,0
CPEMP11,,2011-06-30,Goods-producing industries,Actual,,325173,Number,Number of filled jobs,0
CPEMP11,,2011-06-30,Goods-producing industries,Seasonally adjusted,,326723,Number,Number of filled jobs,0
CPEMP11,,2011-06-30,Primary industries,Actual,,85458,Number,Number of filled jobs,0
CPEMP11,,2011-06-30,Primary industries,Seasonally adjusted,,93645,Number,Number of filled jobs,0
CPEMP11,,2011-06-30,Service industries,Actual,,1374359,Number,Number of filled jobs,0
CPEMP11,,2011-06-30,Service industries,Seasonally adjusted,,1369724,Number,Number of filled jobs,0
CPEMP11,,2011-07-31,All industries,Actual,,1777525,Number,Number of filled jobs,0
CPEMP11,,2011-07-31,All industries,Seasonally adjusted,,1787944,Number,Number of filled jobs,0
CPEMP11,,2011-07-31,Goods-producing industries,Actual,,321691,Number,Number of filled jobs,0
CPEMP11,,2011-07-31,Goods-producing industries,Seasonally adjusted,,325614,Number,Number of filled jobs,0
CPEMP11,,2011-07-31,Primary industries,Actual,,86199,Number,Number of filled jobs,0
CPEMP11,,2011-07-31,Primary industries,Seasonally adjusted,,92838,Number,Number of filled jobs,0
CPEMP11,,2011-07-31,Service industries,Actual,,1369635,Number,Number of filled jobs,0
CPEMP11,,2011-07-31,Service industries,Seasonally adjusted,,1369289,Number,Number of filled jobs,0
CPEMP11,,2011-08-31,All industries,Actual,,1786210,Number,Number of filled jobs,0
CPEMP11,,2011-08-31,All industries,Seasonally adjusted,,1798986,Number,Number of filled jobs,0
CPEMP11,,2011-08-31,Goods-producing industries,Actual,,322492,Number,Number of filled jobs,0
CPEMP11,,2011-08-31,Goods-producing industries,Seasonally adjusted,,328486,Number,Number of filled jobs,0
CPEMP11,,2011-08-31,Primary industries,Actual,,88072,Number,Number of filled jobs,0
CPEMP11,,2011-08-31,Primary industries,Seasonally adjusted,,93627,Number,Number of filled jobs,0
CPEMP11,,2011-08-31,Service industries,Actual,,1375646,Number,Number of filled jobs,0
CPEMP11,,2011-08-31,Service industries,Seasonally adjusted,,1376772,Number,Number of filled jobs,0
CPEMP11,,2011-09-30,All industries,Actual,,1793549,Number,Number of filled jobs,0
CPEMP11,,2011-09-30,All industries,Seasonally adjusted,,1800420,Number,Number of filled jobs,0
CPEMP11,,2011-09-30,Goods-producing industries,Actual,,322478,Number,Number of filled jobs,0
CPEMP11,,2011-09-30,Goods-producing industries,Seasonally adjusted,,328391,Number,Number of filled jobs,0
CPEMP11,,2011-09-30,Primary industries,Actual,,88434,Number,Number of filled jobs,0
CPEMP11,,2011-09-30,Primary industries,Seasonally adjusted,,93663,Number,Number of filled jobs,0
CPEMP11,,2011-09-30,Service industries,Actual,,1382637,Number,Number of filled jobs,0
CPEMP11,,2011-09-30,Service industries,Seasonally adjusted,,1378443,Number,Number of filled jobs,0
CPEMP11,,2011-10-31,All industries,Actual,,1797138,Number,Number of filled jobs,0
CPEMP11,,2011-10-31,All industries,Seasonally adjusted,,1796486,Number,Number of filled jobs,0
CPEMP11,,2011-10-31,Goods-producing industries,Actual,,322917,Number,Number of filled jobs,0
CPEMP11,,2011-10-31,Goods-producing industries,Seasonally adjusted,,327312,Number,Number of filled jobs,0
CPEMP11,,2011-10-31,Primary industries,Actual,,87923,Number,Number of filled jobs,0
CPEMP11,,2011-10-31,Primary industries,Seasonally adjusted,,91296,Number,Number of filled jobs,0
CPEMP11,,2011-10-31,Service industries,Actual,,1386298,Number,Number of filled jobs,0
CPEMP11,,2011-10-31,Service industries,Seasonally adjusted,,1377509,Number,Number of filled jobs,0
CPEMP11,,2011-11-30,All industries,Actual,,1819321,Number,Number of filled jobs,0
CPEMP11,,2011-11-30,All industries,Seasonally adjusted,,1800936,Number,Number of filled jobs,0
CPEMP11,,2011-11-30,Goods-producing industries,Actual,,327586,Number,Number of filled jobs,0
CPEMP11,,2011-11-30,Goods-producing industries,Seasonally adjusted,,327589,Number,Number of filled jobs,0
CPEMP11,,2011-11-30,Primary industries,Actual,,95946,Number,Number of filled jobs,0
CPEMP11,,2011-11-30,Primary industries,Seasonally adjusted,,93042,Number,Number of filled jobs,0
CPEMP11,,2011-11-30,Service industries,Actual,,1395789,Number,Number of filled jobs,0
CPEMP11,,2011-11-30,Service industries,Seasonally adjusted,,1380377,Number,Number of filled jobs,0
CPEMP11,,2011-12-31,All industries,Actual,,1835520,Number,Number of filled jobs,0
CPEMP11,,2011-12-31,All industries,Seasonally adjusted,,1811663,Number,Number of filled jobs,0
CPEMP11,,2011-12-31,Goods-producing industries,Actual,,335266,Number,Number of filled jobs,0
CPEMP11,,2011-12-31,Goods-producing industries,Seasonally adjusted,,330398,Number,Number of filled jobs,0
CPEMP11,,2011-12-31,Primary industries,Actual,,102824,Number,Number of filled jobs,0
CPEMP11,,2011-12-31,Primary industries,Seasonally adjusted,,92537,Number,Number of filled jobs,0
CPEMP11,,2011-12-31,Service industries,Actual,,1397430,Number,Number of filled jobs,0
CPEMP11,,2011-12-31,Service industries,Seasonally adjusted,,1388211,Number,Number of filled jobs,0
CPEMP11,,2012-01-31,All industries,Actual,,1770063,Number,Number of filled jobs,0
CPEMP11,,2012-01-31,All industries,Seasonally adjusted,,1799823,Number,Number of filled jobs,0
CPEMP11,,2012-01-31,Goods-producing industries,Actual,,332241,Number,Number of filled jobs,0
CPEMP11,,2012-01-31,Goods-producing industries,Seasonally adjusted,,329266,Number,Number of filled jobs,0
CPEMP11,,2012-01-31,Primary industries,Actual,,102038,Number,Number of filled jobs,0
CPEMP11,,2012-01-31,Primary industries,Seasonally adjusted,,93461,Number,Number of filled jobs,0
CPEMP11,,2012-01-31,Service industries,Actual,,1335784,Number,Number of filled jobs,0
CPEMP11,,2012-01-31,Service industries,Seasonally adjusted,,1377304,Number,Number of filled jobs,0
CPEMP11,,2012-02-29,All industries,Actual,,1792134,Number,Number of filled jobs,0
CPEMP11,,2012-02-29,All industries,Seasonally adjusted,,1804084,Number,Number of filled jobs,0
CPEMP11,,2012-02-29,Goods-producing industries,Actual,,334952,Number,Number of filled jobs,0
CPEMP11,,2012-02-29,Goods-producing industries,Seasonally adjusted,,330559,Number,Number of filled jobs,0
CPEMP11,,2012-02-29,Primary industries,Actual,,99899,Number,Number of filled jobs,0
CPEMP11,,2012-02-29,Primary industries,Seasonally adjusted,,93286,Number,Number of filled jobs,0
CPEMP11,,2012-02-29,Service industries,Actual,,1357283,Number,Number of filled jobs,0
CPEMP11,,2012-02-29,Service industries,Seasonally adjusted,,1380656,Number,Number of filled jobs,0
CPEMP11,,2012-03-31,All industries,Actual,,1811479,Number,Number of filled jobs,0
CPEMP11,,2012-03-31,All industries,Seasonally adjusted,,1800156,Number,Number of filled jobs,0
CPEMP11,,2012-03-31,Goods-producing industries,Actual,,334607,Number,Number of filled jobs,0
CPEMP11,,2012-03-31,Goods-producing industries,Seasonally adjusted,,330338,Number,Number of filled jobs,0
CPEMP11,,2012-03-31,Primary industries,Actual,,98031,Number,Number of filled jobs,0
CPEMP11,,2012-03-31,Primary industries,Seasonally adjusted,,93813,Number,Number of filled jobs,0
CPEMP11,,2012-03-31,Service industries,Actual,,1378841,Number,Number of filled jobs,0
CPEMP11,,2012-03-31,Service industries,Seasonally adjusted,,1375968,Number,Number of filled jobs,0
CPEMP11,,2012-04-30,All industries,Actual,,1816414,Number,Number of filled jobs,0
CPEMP11,,2012-04-30,All industries,Seasonally adjusted,,1802562,Number,Number of filled jobs,0
CPEMP11,,2012-04-30,Goods-producing industries,Actual,,333890,Number,Number of filled jobs,0
CPEMP11,,2012-04-30,Goods-producing industries,Seasonally adjusted,,330713,Number,Number of filled jobs,0
CPEMP11,,2012-04-30,Primary industries,Actual,,94687,Number,Number of filled jobs,0
CPEMP11,,2012-04-30,Primary industries,Seasonally adjusted,,94557,Number,Number of filled jobs,0
CPEMP11,,2012-04-30,Service industries,Actual,,1387837,Number,Number of filled jobs,0
CPEMP11,,2012-04-30,Service industries,Seasonally adjusted,,1377374,Number,Number of filled jobs,0
CPEMP11,,2012-05-31,All industries,Actual,,1824025,Number,Number of filled jobs,0
CPEMP11,,2012-05-31,All industries,Seasonally adjusted,,1814601,Number,Number of filled jobs,0
CPEMP11,,2012-05-31,Goods-producing industries,Actual,,335367,Number,Number of filled jobs,0
CPEMP11,,2012-05-31,Goods-producing industries,Seasonally adjusted,,333262,Number,Number of filled jobs,0
CPEMP11,,2012-05-31,Primary industries,Actual,,91564,Number,Number of filled jobs,0
CPEMP11,,2012-05-31,Primary industries,Seasonally adjusted,,95539,Number,Number of filled jobs,0
CPEMP11,,2012-05-31,Service industries,Actual,,1397094,Number,Number of filled jobs,0
CPEMP11,,2012-05-31,Service industries,Seasonally adjusted,,1386178,Number,Number of filled jobs,0
CPEMP11,,2012-06-30,All industries,Actual,,1808064,Number,Number of filled jobs,0
CPEMP11,,2012-06-30,All industries,Seasonally adjusted,,1813149,Number,Number of filled jobs,0
CPEMP11,,2012-06-30,Goods-producing industries,Actual,,331517,Number,Number of filled jobs,0
CPEMP11,,2012-06-30,Goods-producing industries,Seasonally adjusted,,333239,Number,Number of filled jobs,0
CPEMP11,,2012-06-30,Primary industries,Actual,,86723,Number,Number of filled jobs,0
CPEMP11,,2012-06-30,Primary industries,Seasonally adjusted,,94887,Number,Number of filled jobs,0
CPEMP11,,2012-06-30,Service industries,Actual,,1389824,Number,Number of filled jobs,0
CPEMP11,,2012-06-30,Service industries,Seasonally adjusted,,1385131,Number,Number of filled jobs,0
CPEMP11,,2012-07-31,All industries,Actual,,1797276,Number,Number of filled jobs,0
CPEMP11,,2012-07-31,All industries,Seasonally adjusted,,1808053,Number,Number of filled jobs,0
CPEMP11,,2012-07-31,Goods-producing industries,Actual,,328590,Number,Number of filled jobs,0
CPEMP11,,2012-07-31,Goods-producing industries,Seasonally adjusted,,332530,Number,Number of filled jobs,0
CPEMP11,,2012-07-31,Primary industries,Actual,,87599,Number,Number of filled jobs,0
CPEMP11,,2012-07-31,Primary industries,Seasonally adjusted,,94373,Number,Number of filled jobs,0
CPEMP11,,2012-07-31,Service industries,Actual,,1381087,Number,Number of filled jobs,0
CPEMP11,,2012-07-31,Service industries,Seasonally adjusted,,1380966,Number,Number of filled jobs,0
CPEMP11,,2012-08-31,All industries,Actual,,1800948,Number,Number of filled jobs,0
CPEMP11,,2012-08-31,All industries,Seasonally adjusted,,1813770,Number,Number of filled jobs,0
CPEMP11,,2012-08-31,Goods-producing industries,Actual,,327172,Number,Number of filled jobs,0
CPEMP11,,2012-08-31,Goods-producing industries,Seasonally adjusted,,332980,Number,Number of filled jobs,0
CPEMP11,,2012-08-31,Primary industries,Actual,,89307,Number,Number of filled jobs,0
CPEMP11,,2012-08-31,Primary industries,Seasonally adjusted,,94919,Number,Number of filled jobs,0
CPEMP11,,2012-08-31,Service industries,Actual,,1384469,Number,Number of filled jobs,0
CPEMP11,,2012-08-31,Service industries,Seasonally adjusted,,1385958,Number,Number of filled jobs,0
CPEMP11,,2012-09-30,All industries,Actual,,1803195,Number,Number of filled jobs,0
CPEMP11,,2012-09-30,All industries,Seasonally adjusted,,1810371,Number,Number of filled jobs,0
CPEMP11,,2012-09-30,Goods-producing industries,Actual,,327522,Number,Number of filled jobs,0
CPEMP11,,2012-09-30,Goods-producing industries,Seasonally adjusted,,333148,Number,Number of filled jobs,0
CPEMP11,,2012-09-30,Primary industries,Actual,,89688,Number,Number of filled jobs,0
CPEMP11,,2012-09-30,Primary industries,Seasonally adjusted,,94987,Number,Number of filled jobs,0
CPEMP11,,2012-09-30,Service industries,Actual,,1385985,Number,Number of filled jobs,0
CPEMP11,,2012-09-30,Service industries,Seasonally adjusted,,1382520,Number,Number of filled jobs,0
CPEMP11,,2012-10-31,All industries,Actual,,1817176,Number,Number of filled jobs,0
CPEMP11,,2012-10-31,All industries,Seasonally adjusted,,1816314,Number,Number of filled jobs,0
CPEMP11,,2012-10-31,Goods-producing industries,Actual,,330440,Number,Number of filled jobs,0
CPEMP11,,2012-10-31,Goods-producing industries,Seasonally adjusted,,334745,Number,Number of filled jobs,0
CPEMP11,,2012-10-31,Primary industries,Actual,,91325,Number,Number of filled jobs,0
CPEMP11,,2012-10-31,Primary industries,Seasonally adjusted,,94675,Number,Number of filled jobs,0
CPEMP11,,2012-10-31,Service industries,Actual,,1395411,Number,Number of filled jobs,0
CPEMP11,,2012-10-31,Service industries,Seasonally adjusted,,1386721,Number,Number of filled jobs,0
CPEMP11,,2012-11-30,All industries,Actual,,1836272,Number,Number of filled jobs,0
CPEMP11,,2012-11-30,All industries,Seasonally adjusted,,1818315,Number,Number of filled jobs,0
CPEMP11,,2012-11-30,Goods-producing industries,Actual,,334843,Number,Number of filled jobs,0
CPEMP11,,2012-11-30,Goods-producing industries,Seasonally adjusted,,335014,Number,Number of filled jobs,0
CPEMP11,,2012-11-30,Primary industries,Actual,,96226,Number,Number of filled jobs,0
CPEMP11,,2012-11-30,Primary industries,Seasonally adjusted,,93317,Number,Number of filled jobs,0
CPEMP11,,2012-11-30,Service industries,Actual,,1405203,Number,Number of filled jobs,0
CPEMP11,,2012-11-30,Service industries,Seasonally adjusted,,1390116,Number,Number of filled jobs,0
CPEMP11,,2012-12-31,All industries,Actual,,1837742,Number,Number of filled jobs,0
CPEMP11,,2012-12-31,All industries,Seasonally adjusted,,1814457,Number,Number of filled jobs,0
CPEMP11,,2012-12-31,Goods-producing industries,Actual,,339058,Number,Number of filled jobs,0
CPEMP11,,2012-12-31,Goods-producing industries,Seasonally adjusted,,334585,Number,Number of filled jobs,0
CPEMP11,,2012-12-31,Primary industries,Actual,,102470,Number,Number of filled jobs,0
CPEMP11,,2012-12-31,Primary industries,Seasonally adjusted,,92288,Number,Number of filled jobs,0
CPEMP11,,2012-12-31,Service industries,Actual,,1396214,Number,Number of filled jobs,0
CPEMP11,,2012-12-31,Service industries,Seasonally adjusted,,1387133,Number,Number of filled jobs,0
CPEMP11,,2013-01-31,All industries,Actual,,1795555,Number,Number of filled jobs,0
CPEMP11,,2013-01-31,All industries,Seasonally adjusted,,1824084,Number,Number of filled jobs,0
CPEMP11,,2013-01-31,Goods-producing industries,Actual,,340659,Number,Number of filled jobs,0
CPEMP11,,2013-01-31,Goods-producing industries,Seasonally adjusted,,337589,Number,Number of filled jobs,0
CPEMP11,,2013-01-31,Primary industries,Actual,,103112,Number,Number of filled jobs,0
CPEMP11,,2013-01-31,Primary industries,Seasonally adjusted,,94270,Number,Number of filled jobs,0
CPEMP11,,2013-01-31,Service industries,Actual,,1351784,Number,Number of filled jobs,0
CPEMP11,,2013-01-31,Service industries,Seasonally adjusted,,1392100,Number,Number of filled jobs,0
CPEMP11,,2013-02-28,All industries,Actual,,1810499,Number,Number of filled jobs,0
CPEMP11,,2013-02-28,All industries,Seasonally adjusted,,1822421,Number,Number of filled jobs,0
CPEMP11,,2013-02-28,Goods-producing industries,Actual,,342404,Number,Number of filled jobs,0
CPEMP11,,2013-02-28,Goods-producing industries,Seasonally adjusted,,337936,Number,Number of filled jobs,0
CPEMP11,,2013-02-28,Primary industries,Actual,,100789,Number,Number of filled jobs,0
CPEMP11,,2013-02-28,Primary industries,Seasonally adjusted,,94203,Number,Number of filled jobs,0
CPEMP11,,2013-02-28,Service industries,Actual,,1367306,Number,Number of filled jobs,0
CPEMP11,,2013-02-28,Service industries,Seasonally adjusted,,1390464,Number,Number of filled jobs,0
CPEMP11,,2013-03-31,All industries,Actual,,1835405,Number,Number of filled jobs,0
CPEMP11,,2013-03-31,All industries,Seasonally adjusted,,1824723,Number,Number of filled jobs,0
CPEMP11,,2013-03-31,Goods-producing industries,Actual,,342378,Number,Number of filled jobs,0
CPEMP11,,2013-03-31,Goods-producing industries,Seasonally adjusted,,338073,Number,Number of filled jobs,0
CPEMP11,,2013-03-31,Primary industries,Actual,,97381,Number,Number of filled jobs,0
CPEMP11,,2013-03-31,Primary industries,Seasonally adjusted,,93530,Number,Number of filled jobs,0
CPEMP11,,2013-03-31,Service industries,Actual,,1395646,Number,Number of filled jobs,0
CPEMP11,,2013-03-31,Service industries,Seasonally adjusted,,1393105,Number,Number of filled jobs,0
CPEMP11,,2013-04-30,All industries,Actual,,1846149,Number,Number of filled jobs,0
CPEMP11,,2013-04-30,All industries,Seasonally adjusted,,1832479,Number,Number of filled jobs,0
CPEMP11,,2013-04-30,Goods-producing industries,Actual,,342314,Number,Number of filled jobs,0
CPEMP11,,2013-04-30,Goods-producing industries,Seasonally adjusted,,339162,Number,Number of filled jobs,0
CPEMP11,,2013-04-30,Primary industries,Actual,,93665,Number,Number of filled jobs,0
CPEMP11,,2013-04-30,Primary industries,Seasonally adjusted,,93684,Number,Number of filled jobs,0
CPEMP11,,2013-04-30,Service industries,Actual,,1410170,Number,Number of filled jobs,0
CPEMP11,,2013-04-30,Service industries,Seasonally adjusted,,1399652,Number,Number of filled jobs,0
CPEMP11,,2013-05-31,All industries,Actual,,1852821,Number,Number of filled jobs,0
CPEMP11,,2013-05-31,All industries,Seasonally adjusted,,1842192,Number,Number of filled jobs,0
CPEMP11,,2013-05-31,Goods-producing industries,Actual,,341382,Number,Number of filled jobs,0
